1081.000000,-3112.000000
1081.000000,-3112.000000
1081.000000,-3112.000000
1081.000000,-2595.000000
2029.000000,-1799.000000
2759.000000,-809.000000
3192.000000,267.000000
3282.000000,1315.000000
3019.000000,2221.000000
2431.000000,2888.000000
1582.000000,3245.000000
562.000000,3253.000000
-518.000000,2910.000000
-1542.000000,2255.000000
-2401.000000,1357.000000
-3002.000000,313.000000
-3279.000000,-764.000000
-3205.000000,-1760.000000
-2785.000000,-2566.000000
-2066.000000,-3096.000000
-1125.000000,-3294.000000
-63.000000,-3137.000000
1005.000000,-2643.000000
1966.000000,-1865.000000
2715.000000,-886.000000
3172.000000,188.000000
3288.000000,1242.000000
3050.000000,2162.000000
2484.000000,2849.000000
1651.000000,3230.000000
640.000000,3264.000000
-439.000000,2946.000000
-1472.000000,2312.000000
-2346.000000,1429.000000
-2968.000000,392.000000
-3271.000000,-687.000000
-3222.000000,-1692.000000
-2827.000000,-2515.000000
-2128.000000,-3068.000000
-1200.000000,-3291.000000
-143.000000,-3160.000000
930.000000,-2689.000000
1902.000000,-1930.000000
2669.000000,-962.000000
3150.000000,109.000000
3291.000000,1168.000000
3079.000000,2101.000000
2536.000000,2809.000000
1719.000000,3214.000000
718.000000,3274.000000
-361.000000,2981.000000
-1400.000000,2368.000000
-2290.000000,1500.000000
-2933.000000,471.000000
-3260.000000,-609.000000
-3238.000000,-1624.000000
-2867.000000,-2464.000000
-2187.000000,-3039.000000
-1273.000000,-3287.000000
-222.000000,-3182.000000
853.000000,-2735.000000
1836.000000,-1993.000000
2622.000000,-1038.000000
3126.000000,29.000000
3293.000000,1093.000000
3106.000000,2040.000000
2586.000000,2767.000000
1787.000000,3196.000000
795.000000,3281.000000
-281.000000,3014.000000
-1328.000000,2423.000000
-2232.000000,1570.000000
-2896.000000,549.000000
-3248.000000,-531.000000
-3251.000000,-1554.000000
-2905.000000,-2410.000000
-2246.000000,-3007.000000
-1346.000000,-3281.000000
-301.000000,-3201.000000
776.000000,-2778.000000
1770.000000,-2056.000000
2573.000000,-1113.000000
3100.000000,-50.000000
3293.000000,1018.000000
3132.000000,1977.000000
2634.000000,2723.000000
1853.000000,3176.000000
872.000000,3287.000000
-202.000000,3045.000000
-1255.000000,2475.000000
-2173.000000,1640.000000
-2857.000000,627.000000
-3234.000000,-452.000000
-3263.000000,-1484.000000
-2941.000000,-2355.000000
-2304.000000,-2974.000000
-1418.000000,-3272.000000
-380.000000,-3219.000000
699.000000,-2820.000000
1703.000000,-2117.000000
2523.000000,-1187.000000
3072.000000,-129.000000
3291.000000,942.000000
3155.000000,1913.000000
2681.000000,2677.000000
1918.000000,3154.000000
948.000000,3291.000000
-123.000000,3074.000000
-1181.000000,2527.000000
-2112.000000,1708.000000
-2817.000000,705.000000
-3218.000000,-374.000000
-3273.000000,-1412.000000
-2976.000000,-2299.000000
-2360.000000,-2939.000000
-1489.000000,-3262.000000
-459.000000,-3235.000000
621.000000,-2860.000000
1634.000000,-2178.000000
2471.000000,-1261.000000
3043.000000,-209.000000
3287.000000,866.000000
3177.000000,1847.000000
2726.000000,2630.000000
1982.000000,3130.000000
1024.000000,3293.000000
-44.000000,3102.000000
-1107.000000,2577.000000
-2051.000000,1775.000000
-2775.000000,783.000000
-3200.000000,-295.000000
-3281.000000,-1340.000000
-3010.000000,-2242.000000
-2414.000000,-2902.000000
-1560.000000,-3250.000000
-537.000000,-3249.000000
543.000000,-2899.000000
1565.000000,-2237.000000
2418.000000,-1334.000000
3011.000000,-288.000000
3281.000000,789.000000
3197.000000,1781.000000
2770.000000,2582.000000
2044.000000,3104.000000
1099.000000,3293.000000
36.000000,3128.000000
-1032.000000,2626.000000
-1988.000000,1842.000000
-2731.000000,859.000000
-3180.000000,-216.000000
-3287.000000,-1267.000000
-3041.000000,-2183.000000
-2468.000000,-2864.000000
-1629.000000,-3236.000000
-615.000000,-3261.000000
465.000000,-2935.000000
1495.000000,-2294.000000
2364.000000,-1406.000000
2978.000000,-367.000000
3273.000000,712.000000
3215.000000,1714.000000
2812.000000,2531.000000
2106.000000,3077.000000
1174.000000,3291.000000
115.000000,3152.000000
-956.000000,2673.000000
-1924.000000,1907.000000
-2686.000000,936.000000
-3158.000000,-136.000000
-3291.000000,-1194.000000
-3071.000000,-2123.000000
-2520.000000,-2823.000000
-1698.000000,-3221.000000
-693.000000,-3272.000000
386.000000,-2971.000000
1423.000000,-2350.000000
2308.000000,-1477.000000
2944.000000,-445.000000
3263.000000,634.000000
3232.000000,1646.000000
2853.000000,2480.000000
2167.000000,3048.000000
1248.000000,3288.000000
194.000000,3174.000000
-880.000000,2719.000000
-1860.000000,1971.000000
-2639.000000,1011.000000
-3135.000000,-57.000000
-3294.000000,-1119.000000
-3099.000000,-2061.000000
-2570.000000,-2782.000000
-1765.000000,-3203.000000
-770.000000,-3280.000000
307.000000,-3004.000000
1351.000000,-2405.000000
2250.000000,-1548.000000
2907.000000,-524.000000
3251.000000,556.000000
3246.000000,1576.000000
2891.000000,2427.000000
2226.000000,3017.000000
1321.000000,3282.000000
274.000000,3194.000000
-803.000000,2763.000000
-1793.000000,2034.000000
-2591.000000,1087.000000
-3110.000000,22.000000
-3294.000000,-1044.000000
-3125.000000,-1999.000000
-2619.000000,-2739.000000
-1832.000000,-3184.000000
-848.000000,-3286.000000
228.000000,-3036.000000
1279.000000,-2459.000000
2192.000000,-1617.000000
2869.000000,-602.000000
3238.000000,478.000000
3259.000000,1506.000000
2929.000000,2373.000000
2284.000000,2984.000000
1393.000000,3274.000000
353.000000,3212.000000
-726.000000,2805.000000
-1726.000000,2096.000000
-2541.000000,1161.000000
-3083.000000,102.000000
-3293.000000,-969.000000
-3149.000000,-1935.000000
-2666.000000,-2694.000000
-1897.000000,-3162.000000
-924.000000,-3291.000000
